stars,comment
4.0 out of 5 stars,"









  
  
    
  A great phone which can handle all big gaming apps very smoothly, camera is even great, battery will get a day and even many more pros as people mentioned in reviews.Single CON:Those who are upgrading to this phone who had amoled/oled phones, you will easily notice the difference in display quality.Before buying this phone go to any shop and check same youtube videos(1080, 4k,8k) comparing along with your amoled/oled phones and if you are ok then go ahead and buy.  This lcd is far better than other lcds in market but in market almost all phones have amoled/oled displays so think twice and buy(this is only for amoled/oled users)For other users blindly buy this phone

  
"
4.0 out of 5 stars,"









  
  
    
  Its been a month i have been using iphone 11. Here is my honest opinion.Pros:-Excellent battery life. I have been using samsung galaxy s9 and its battery life sucks. Iphone 11 really made me change my mind about battery life in a smartphone. Its just amazing. Easily lasts over a day of heavy usage. Just outstanding. If you want a long battery life just go for it- Excellent cameras. God damn the pics from this phone are gorgeous. Ultra wide camera is good to play with. Night mode is stunning. I would say its the best in camera department- Performance. No matter how much RAM android phones have, iphones are beast. No android phone can ever beat iphone in term of performance. Such flawless and smooth buttery performance. Just wow.Cons:-Display: it’s disappointing to be frank. Coming from an oled family, you can seriously tell difference. Its nothing compared to oled display. Very disappointed with the display.-Charger: it takes 3 hours to charge this phone from 0 to 100 and seriously its a hell lot of time. Just throw away the box charger and get a fast charger-Network: connectivity sucks in this phone. I never get more than 50 percent network coverage as comparing to samsung galaxy s9. Apple should really take this seriouslyConclusion:Its a beast of a phone. Upgrade if you are coming from lcd panel’s and want a phone with great battery and camera.If you use phone a lot and screen quality matters go for pro version. Coming from oled panel to iphone 11 would be disappointing.

  
"
1.0 out of 5 stars,"









  
  
    
  It’s been 2 months since I ordered this phone and 1month after I purchased it the phone started having issues like hang a lot often and then after few days I noticed small black dot on right side on the screen and since then it has been there and increasing since then.Touch is working at that spot but I am unable to see anything screen is black there and around it there is a orangish halo and I have no idea why

  
"
1.0 out of 5 stars,"









  
  
    
  Bought this as a gift, rear camera is DSLR quality but front camera is defective. It is clicking very dark pictures with yellow/tan tint. Reached out to Amazon and they aren't able to help, btw bought this from appario retail and again I did read some bad reviews for this seller but chose to ignore since it was iPhone. Turns out I shouldn't have, they might be shipping defective products. Now we are reaching out to Apple support to replace this, which is a big time consuming thing amid lockdown where you have to take token to visit the store. Buy it from Apple store instead.

  
"
2.0 out of 5 stars,"









  
  
    
  It was my first iphone and What a TERRIBLE experience!!! The mobile stopped working  after 3 weeks usage. Not getting switched on and no response to charging. Amazon service replied that the return window is closed. Apple service said they had similar complaints from mobiles purchased online and gave appointment 2 weeks later. Don't know whom to blame, the seller, Amazon or the Apple Inc. itself.  Expected better from iphone. TOTALLY DISAPPOINTED!And who enables the phone to have a fast charging capacity and asks us to buy the fast charging adapter separately for 1700? Who says it has dual sim and asks us to roam around to get an esim?

  
"
5.0 out of 5 stars,"









  
  
    
  It's value for money,  Build quality, design and looks of the phone is awesome.Camera performance is brilliant. Transition from Photo mode to video is marvellous. Lo light photography is speechless. Battery performance is much better and phone does not get drained out quickly. Fast charging is commendable though it doesn't come bundled with fast charger.Ninth, I am missing notification LED light.Weight of the phone is heavy. Given the price point it's really value for money and I love it.

  
"
2.0 out of 5 stars,"









  
  
    
  lucky are those who got right product because I am feeling as if i got defective one. when u r paying hefty amount and the name is so big then u don't expect any glitches. i gifted my husband this phone and see disappointment on his face everytime he use it. he was so happy with his previous phn. slow charging, bulky, problem in face recognition, not great picture quality. overall big disappointment

  
"
5.0 out of 5 stars,"









  
  
    
  I bought Apple 11 for my mom. Here's my understanding of the device:Pros:1. Battery life is really good.2. My mom is an android user. I didn't find her getting uncomfortable with the UX, so it seems they have made it pretty easy to learn, even to the pre-conditioned users.3. They have simplified camera and photography. Instead of choosing the filters during the click-time, they have kept it during the viewing time, so that appropriate filters are chosen.Cons:1. they have removed the 3.5 mm adapter. Apple is turning greedy.2. Their gestures to go to home screen is a bit confusing at first. They should simplify such things.3. Instead of informing what's new in the apps, they should tell how to use in the first run of phone. This would help users get accommodated to the device quickly.Overall, the phone is good, and has bigger screen than iPhone X (which I own). It's a bit difficult to handle from one hand, especially for the smaller sized palms, but that's how things are now.I would recommend this phone to others as well.

  
"
5.0 out of 5 stars,"









  
  
    
  The camera setup is itself a attraction and the fast and reliable faceID just steals my heart.The phone is super fast. It serves well for a whole day in one full battery charge.The iPhone 11 is an awesome piece of machine used for the day to day mobile usage. It is a beast for the android and the first love for the iPhone users.The battery is improved a lot and the camera setup is awesome.The option of different colors make it very choice of one to choose from.However I am comparing it below:-Differences from iPhone 11 pro1. Only two cameras but they serve the purpose well in 11.2. The battery is better in iPhone 11.3. The screen quality is a bit on lower side in iPhone 11.4. Processors and the charging procedure is same.5. You don’t get a fast charger with iPhone 11.Compared to iPhone XS.1. The processor is way better in 11.2. The screen quality is on lower side than XS.3. The battery life is very much improved in 11.4. Of course it is a must upgrade from XS.

  
"
5.0 out of 5 stars,"









  
  
    
  Upgraded from the iphone 10 and i can clearly see a huge difference between the display. The oled on the 10 was much better than this lcd or as apple calls it the liquid Retina display.The battery life is superbly good easily lasts an entire day for me with 5-6 hours of screen on.The cameras perform really good even in low light, the new night mode on the 11 works flawlessly, you can see a drastic difference between the picture taken with and without the night mode turned on.I really dont need to talk about the A 13 bionic because we all know apple has the best processors in the industry, the 4gb ram is more than sufficient for this beast. The phone is much faster and smoother than my galaxy s10 plus which has 8gb ram.Its a great value for money phone with an okish display and astonishing performance and superb cameras. The red colour is really eye catching and attractive. Apart from the display I didn’t see any other flaw is this phone.

  
"
5.0 out of 5 stars,"









  
  
    
  Good phone.

  
"
5.0 out of 5 stars,"









  
  
    
  Super

  
"
5.0 out of 5 stars,"









  
  
    
  Beautiful

  
"
5.0 out of 5 stars,"









  
  
    
  Okay

  
"
5.0 out of 5 stars,"









  
  
    
  Slim and handy

  
"
5.0 out of 5 stars,"









  
  
    
  Nice

  
"
5.0 out of 5 stars,"









  
  
    
  Super

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  -

  
"
4.0 out of 5 stars,"









  
  
    
  Na

  
"
5.0 out of 5 stars,"









  
  
    
  Satisfied

  
"
3.0 out of 5 stars,"









  
  
    
  Don’t purchase

  
"
5.0 out of 5 stars,"









  
  
    
  It’s a worthy upgrade👍

  
"
5.0 out of 5 stars,"









  
  
    
  Must buy

  
"
5.0 out of 5 stars,"









  
  
    
  Superb 👌

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome..

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Its gud

  
"
5.0 out of 5 stars,"









  
  
    
  Simply great

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Everything is good as was expected but I am not happy with the battery life  as it is only 3110mah it is expected to be aroun 5000-6000amh battery in this price range

  
"
5.0 out of 5 stars,"









  
  
    
  Hi, I purchased this phone in January 2020. Somehow due to some accident, the phone has broken down. Wanted to know if there is any sort of insurance attached to it?The phone otherwise has worked well

  
"
5.0 out of 5 stars,"









  
  
    
  No comparison of any phone .Camera performance and battery is very nice , the best iphone is 11. I’m happy to buy it

  
"
5.0 out of 5 stars,"









  
  
    
  Overall fantastic! I could say the best battery backup in the iphone series. Battery was the major issue for apple. Though iphone 11 is best in all the super fats chip in the smartphone ever, face recognition, night mode and the camera ofc everyone is aware of that. Thank you Amazon.

  
"
5.0 out of 5 stars,"









  
  
    
  It's beast and I'm totally in love with it. I really wished to own this mobile n budget is bit less now.waiting to buy this phone specially from Amazon. If u r wish to upgrade to apple, it's a right time to get this chance n enjoy the apple world. At this price, apple 11 is the best.

  
"
5.0 out of 5 stars,"









  
  
    
  Don’t think twice before getting iPhone 11, Camera is superb, if you are creative, you can get the best camera shots, amazing low light photography. Check some of my photos. Money is temporary , but memories remain permanent.

  
"
5.0 out of 5 stars,"









  
  
    
  Thanks amazon for 48 hours deliveryGot at 47k great Indian saleReally very impressive cameras with smart hdrSuper Impressive speed and smoothnessBattery does give 6 hrs of SOTTo be honest don’t judge specs when it’s apple

  
"
2.0 out of 5 stars,"









  
  
    
  Why apple sold their fast charger seperately. And why their products are so costly compared to other flagships. Oneplus is cheaper thrn its international price and apple is 2x price in india compare to international price.

  
"
4.0 out of 5 stars,"









  
  
    
  Classy phone no doubt. Only one issue- I will never buy a Made in China iPhone including the ones assembled & manufactured.. Would like to use a home made Apple brand.Better they expedite the mass Production of premium iPhone models in India

  
"
4.0 out of 5 stars,"









  
  
    
  AWESOME PHONE ..! Superb Camera.!!! Bit expensive but the quailty you got.. Neglect the price the you payed for it.!!!Abc phone lover -my camera is best in the worldXyz phone lover-no dude mine camera is the best.!!Iphone 11 lover😂😂😂Hume jante hai,Ya hum bhi de apna introduction 😂😂😂

  
"
4.0 out of 5 stars,"









  
  
    
  Amazing phone battery backup camera and look is awsome.....only bezzels are noticable and in starting it was heating for approx 1-2 month but now there is no heating issue...Display quality is really good...afterall its a LCD display but Quality of display is really nice.....

  
"
1.0 out of 5 stars,"









  
  
    
  Manufacturing defeft....have paid a lumpsum amount for a brand ...Apple is a brand ..the best one in the world.Such defects from Aplle sent to an online purchasing customer is unacceptable.Have requested replacement to the service provider amazon.Not yet replaced by Amazon.

  
"
5.0 out of 5 stars,"









  
  
    
  This was a gift to my younger brother from my side and he is so so happy with the product. I rated 4 star bcz i thng there is always a scope to being best version of urs... Thnx

  
"
5.0 out of 5 stars,"









  
  
    
  i always prefer  apple for its high security lock and code services, this 11 is just sleek smooth and multi color variants model comes with all premium feature,like it very much

  
"
1.0 out of 5 stars,"









  
  
    
  Product is having heating issue , don't know buying this one online was a right decision or not.

  
"
5.0 out of 5 stars,"









  
  
    
  I liked the phone cuz I got it free. Me and my friend broke into the nearest izenica showroom during lockdown. Got a sackful of iPhone products. Now I am in my home which is far away from the state. The police can't even arrest me due to pendemic. 😂😎

  
"
5.0 out of 5 stars,"









  
  
    
  This is the best phone at this price, Love this phone very nice Phone for this budget, good battery, best camera

  
"
5.0 out of 5 stars,"









  
  
    
  I was bit worried once after placing order that the product will be genuine or not but now I can say that product is 100% genuine and speed of delivery is also best..

  
"
5.0 out of 5 stars,"









  
  
    
  I upgraded from ip7 to 11 and the transition has been so good.The phone is big but i will get used to it.Camera is the best on any other smartphone.Yellow color is best in my opinion.

  
"
